resp_id,wave,datum,pohlavi,rok_narozeni,obor1,obor2,zkusenost,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26
w2024_105,2024,2024-02-23,Muž,2002,Chemie se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,4,6,6,5,3,4,6,6,3,6,3,5,6,5,6,6,5,5,5,6,5,6,4,6,5,5
w2024_106,2024,2024-02-23,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,4,7,7,6,7,7,6,6,6,6,7,5,2,4,7,7,7,7,7,5,7,7,7,5
w2024_107,2024,2024-02-23,Muž,2001,Matematika se zaměřením na vzdělávání,Technická a informační výchova se zaměřením na vzdělávání,True,4,6,4,5,3,6,6,7,2,5,4,6,7,7,7,7,5,5,7,7,7,7,6,6,5,3
w2024_108,2024,2024-02-23,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,4,4,4,4,5,4,4,2,4,4,6,4,5,5,6,4,6,6,6,6,6,5,6,4
w2024_109,2024,2024-02-23,Muž,2003,Dějepis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,6,3,5,4,4,7,7,4,7,4,5,7,7,5,3,5,4,5,4,6,6,6,7,4,5
w2024_110,2024,2024-02-23,Žena,2002,Přírodopis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,7,2,2,7,7,7,6,7,3,1,5,7,7,7,7,7,7,5,4,7,7,7,5,7
w2024_111,2024,2024-02-23,Žena,1999,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,5,7,6,4,7,7,7,6,6,7,7,5,5,5,7,6,7,7,7,5,7,7,7,6
w2024_112,2024,2024-02-23,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,False,7,7,5,7,6,7,7,7,5,5,5,5,7,4,2,3,7,6,7,7,7,7,6,6,7,7
w2024_113,2024,2024-02-23,Žena,1998,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,6,7,2,6,6,7,4,6,7,6,6,7,4,7,6,7,5,6,6,5,7,7,6,6
w2024_114,2024,2024-02-23,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,7,7,1,7,7,7,4,7,4,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7
w2024_115,2024,2024-02-23,Žena,2003,Matematika se zaměřením na vzdělávání,Chemie se zaměřením na vzdělávání,False,7,7,4,6,4,5,6,7,6,6,4,5,5,5,4,5,6,5,5,5,5,4,5,4,5,3
w2024_116,2024,2024-02-23,Žena,1998,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,False,5,5,7,2,2,7,7,7,4,7,5,4,5,5,5,5,5,5,7,6,6,5,7,7,5,7
w2024_117,2024,2024-02-23,Žena,1973,Francouzský jazyk se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,True,7,7,4,3,3,6,7,7,4,3,2,5,6,3,5,6,5,5,6,5,6,6,7,7,5,6
w2024_118,2024,2024-02-23,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,7,5,4,7,7,7,2,7,4,4,6,7,7,7,7,4,6,7,5,7,7,6,7,7
w2024_119,2024,2024-02-23,Muž,2003,Matematika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,4,6,6,6,7,7,4,6,5,4,5,7,1,6,6,4,5,5,6,7,7,7,6,6
w2024_120,2024,2024-02-23,Muž,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,False,7,7,7,4,6,7,7,7,2,7,5,7,7,7,7,7,7,5,7,6,7,7,7,7,6,6
w2024_121,2024,2024-02-23,Žena,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,False,7,7,7,7,5,6,7,7,7,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7
w2024_122,2024,2024-02-23,Žena,2000,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,5,7,7,7,7,7,6,7,5,6,7,5,5,6,6,5,7,4,6,7,7,6,7,6
w2024_123,2024,2024-02-23,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,7,7,3,6,7,7,5,7,2,4,7,7,7,7,7,6,7,7,7,7,7,7,7,7
w2024_124,2024,2024-02-23,Muž,2002,Dějepis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,6,7,6,5,6,6,6,6,3,3,5,7,7,5,5,5,6,5,6,4,6,6,6,7,6,6
w2024_125,2024,2024-02-24,Muž,2002,Dějepis se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,False,6,6,6,5,6,6,6,6,6,5,4,5,5,6,5,5,6,5,5,5,5,6,6,5,6,5
w2024_126,2024,2024-02-24,Žena,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,False,7,7,7,5,5,7,6,7,3,7,5,5,6,7,7,7,6,6,6,5,5,7,7,7,5,7
w2024_127,2024,2024-02-24,Žena,2003,Matematika se zaměřením na vzdělávání,Technická a informační výchova se zaměřením na vzdělávání,True,7,7,5,5,5,7,7,7,3,5,3,7,5,7,5,7,7,7,7,7,7,7,7,7,7,6
w2024_128,2024,2024-02-24,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,7,6,6,7,7,7,6,6,6,6,6,6,4,5,5,4,6,7,5,6,5,7,7,6
w2024_129,2024,2024-02-24,Žena,2000,Matematika se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,3,5,5,7,4,7,5,7,6,6,3,3,1,4,5,6,6,4,4,6,6,7,5,4
w2024_130,2024,2024-02-24,Muž,2001,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,6,3,6,2,7,6,7,5,6,5,4,6,6,4,7,6,6,6,6,5,7,6,7,5,6
w2024_131,2024,2024-02-24,Muž,2003,Matematika se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,6,5,4,3,3,5,6,6,4,5,5,6,6,5,4,6,5,4,6,5,4,6,5,5,5,5
w2024_132,2024,2024-02-24,Muž,2001,Český jazyk a literatura se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,7,7,6,4,3,6,6,6,2,5,4,5,6,5,5,6,6,5,5,5,5,6,6,4,6,6
w2024_133,2024,2024-02-24,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,3,6,5,6,7,7,4,3,5,5,4,3,2,4,3,6,5,5,5,6,7,7,5,6
w2024_134,2024,2024-02-24,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,6,5,4,3,3,5,7,6,3,5,2,6,5,5,3,2,5,5,6,5,6,6,7,7,5,5
w2024_135,2024,2024-02-24,Muž,2003,Zeměpis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,5,5,3,5,6,7,5,2,4,2,7,7,5,6,6,5,5,7,7,7,7,5,6,6,5
w2024_136,2024,2024-02-25,Žena,2003,Německý jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,7,6,5,7,7,7,5,6,6,4,7,7,3,3,5,6,6,7,7,7,7,7,7,7
w2024_137,2024,2024-02-25,Žena,2002,Hudební výchova se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,5,7,6,6,6,7,4,7,2,6,6,7,6,5,5,2,6,7,7,5,7,6,6,6
w2024_138,2024,2024-02-25,Muž,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,7,7,7,7,4,4,4,6,3,5,3,7,7,4,4,6,5,5,7,7,5,7,3,6,7,7
w2024_139,2024,2024-02-25,Muž,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Technická a informační výchova se zaměřením na vzdělávání,True,7,6,3,4,3,6,6,7,5,4,3,4,7,3,6,5,5,5,7,6,6,6,7,7,6,6
w2024_140,2024,2024-02-25,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,False,6,6,4,5,4,6,7,7,2,6,6,5,6,6,6,7,7,5,5,4,5,7,6,6,6,7
w2024_141,2024,2024-02-25,Žena,2002,Matematika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,7,4,6,5,6,7,7,6,6,5,5,5,4,3,3,6,4,6,6,7,6,6,6,5,4
w2024_142,2024,2024-02-25,Muž,2003,Anglický jazyk se zaměřením na vzdělávání,,True,7,6,7,7,5,6,6,7,5,5,5,7,6,6,5,5,6,5,6,7,5,6,6,4,6,6
w2024_143,2024,2024-02-25,Žena,2003,Speciální pedagogika se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,True,7,7,6,7,2,5,7,7,5,4,5,6,5,5,1,2,6,6,7,3,6,6,6,7,6,5
w2024_144,2024,2024-02-25,Žena,2001,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,7,5,3,5,7,7,5,7,3,4,7,7,7,7,4,5,5,4,5,7,7,7,5,7
w2024_145,2024,2024-02-25,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,6,7,3,6,7,7,7,7,5,7,3,7,7,4,5,7,5,6,7,7,7,5,4,7,6,7
w2024_146,2024,2024-02-25,Žena,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,6,4,5,7,7,7,3,6,4,6,7,7,4,6,6,4,6,6,6,7,7,7,7,7
w2024_147,2024,2024-02-26,Muž,2000,Matematika se zaměřením na vzdělávání,Technická a informační výchova se zaměřením na vzdělávání,True,5,5,5,6,5,5,7,7,2,5,2,5,6,6,5,6,6,2,5,5,6,6,5,6,6,5
w2024_148,2024,2024-02-26,Muž,2000,Anglický jazyk se zaměřením na vzdělávání,Ruský jazyk se zaměřením na vzdělávání,True,7,7,7,7,3,7,7,7,3,7,5,6,6,7,7,7,7,2,5,6,4,7,7,6,5,7
w2024_149,2024,2024-02-26,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,,True,6,7,7,7,5,5,7,7,4,6,4,6,5,7,7,7,7,7,7,7,7,7,5,7,6,7
w2024_150,2024,2024-02-26,Muž,2000,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,7,4,6,3,6,7,7,2,7,3,6,7,7,6,7,7,5,4,5,4,6,5,6,6,7
w2024_151,2024,2024-02-26,Žena,2003,Německý jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,6,7,5,6,6,7,6,7,7,6,7,6,4,6,7,7,6,6,6,6,7,7,6,7
w2024_152,2024,2024-02-26,Žena,1999,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,6,6,4,4,6,5,6,3,4,4,6,6,4,3,4,4,4,5,3,7,4,7,4,6,7
w2024_153,2024,2024-02-26,Muž,2001,Technická a informační výchova se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,4,4,5,6,7,7,2,6,5,6,6,4,7,5,7,4,7,7,7,7,6,6,6,7
w2024_154,2024,2024-02-26,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,5,4,3,6,4,5,7,6,4,6,4,6,6,6,3,4,6,4,6,5,6,5,6,5,6,4
w2024_155,2024,2024-02-26,Žena,2003,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,6,7,5,5,7,7,2,7,2,3,7,7,7,7,7,7,7,7,7,7,7,6,7,7
w2024_156,2024,2024-02-26,Žena,2002,Hudební výchova se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,3,4,5,7,7,7,3,3,5,5,5,3,2,6,6,5,7,5,4,3,7,7,6,7
w2024_157,2024,2024-02-26,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,7,7,7,7,5,7,7,7,3,7,3,7,7,5,7,7,7,6,7,7,7,7,7,7,7,7
w2024_158,2024,2024-02-26,Žena,2004,Anglický jazyk se zaměřením na vzdělávání,,False,7,7,5,6,6,7,7,7,6,5,5,6,3,5,4,7,7,4,6,4,5,5,7,5,5,5
w2024_159,2024,2024-02-27,Žena,2003,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,6,7,6,7,7,7,7,7,6,7,7,6,5,4,7,7,7,7,7,7,7,7,7,7
w2024_160,2024,2024-02-27,Muž,2001,Dějepis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,7,7,5,6,5,7,7,2,4,4,6,6,5,7,7,7,6,6,7,7,7,7,4,6,7
w2024_161,2024,2024-02-27,Muž,2003,Dějepis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,7,7,4,6,7,7,7,4,7,3,7,7,7,7,7,6,5,7,7,7,7,6,7,7,7
w2024_162,2024,2024-02-27,Muž,2001,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,6,7,7,4,4,7,5,7,3,7,3,4,6,7,6,7,6,5,5,6,6,7,6,6,6,7
w2024_163,2024,2024-02-27,Žena,2003,Speciální pedagogika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,7,7,7,7,7,7,7,7,4,5,6,7,7,7,7,7,7,7,7,7,7,7,6,7
w2024_164,2024,2024-02-27,Žena,2003,Německý jazyk se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,False,7,7,5,3,6,7,7,7,2,3,5,6,5,6,5,5,6,6,6,5,5,5,7,7,5,5
w2024_165,2024,2024-02-27,Muž,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,False,7,7,6,5,6,7,7,7,6,7,4,6,7,5,3,3,5,6,7,7,7,7,7,7,7,7
w2024_166,2024,2024-02-28,Žena,2000,Hudební výchova se zaměřením na vzdělávání,,False,6,6,5,6,3,4,5,6,6,3,5,6,6,5,5,6,6,6,6,6,6,6,6,6,5,5
w2024_167,2024,2024-02-29,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,7,7,7,7,3,7,7,7,7,5,5,3,7,7,5,6,7,7,7,6,7,7,7,5,7,7
w2024_168,2024,2024-02-29,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,,True,5,6,7,5,5,4,6,5,4,5,5,3,4,5,5,5,6,4,4,7,6,7,4,4,5,6
w2024_169,2024,2024-02-29,Žena,2003,Hudební výchova se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,5,5,5,7,7,7,5,7,5,4,4,6,5,4,7,6,5,4,6,7,7,7,6,6
w2024_170,2024,2024-02-29,Žena,2001,Výchova ke zdraví se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,5,7,6,5,1,4,7,7,5,5,6,7,7,5,5,5,7,6,5,6,6,6,7,7,4,7
w2024_171,2024,2024-02-29,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,,False,5,5,7,4,6,6,4,6,4,6,4,4,4,7,6,7,5,4,4,4,6,4,7,5,5,6
w2024_172,2024,2024-02-29,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,5,7,5,7,7,7,7,7,7,7,7,7,4,5,7,5,7,7,7,7,7,7,7,7
w2024_173,2024,2024-03-01,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,7,6,5,5,7,7,6,7,6,6,7,7,3,6,7,7,7,5,5,7,7,7,6,7
w2024_174,2024,2024-03-01,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,5,6,4,7,5,5,6,3,3,2,5,5,5,3,3,5,6,6,7,5,7,5,6,3,5,3
w2024_175,2024,2024-03-01,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,6,6,6,7,7,7,6,7,4,4,5,4,4,7,7,6,5,6,6,7,7,7,7,7
w2024_176,2024,2024-03-01,Žena,2002,Zeměpis se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,False,6,6,5,6,5,6,6,6,5,6,5,6,6,5,5,5,6,6,6,7,7,7,6,6,6,6
w2024_177,2024,2024-03-04,Žena,2002,Zeměpis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,7,5,4,7,3,7,5,5,4,5,5,7,6,7,6,5,7,4,5,7,5,7,5,7
w2024_178,2024,2024-03-05,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,6,4,6,6,5,7,7,5,7,5,5,5,4,6,6,5,5,5,6,6,7,7,6,7,7
w2024_179,2024,2024-03-07,Muž,2000,Matematika se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,7,7,6,6,5,7,7,7,5,4,5,4,6,6,7,6,5,4,7,7,7,7,7,7,7,6
w2024_180,2024,2024-03-09,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,7,6,4,6,7,7,7,4,6,5,5,6,4,5,6,4,6,6,4,5,4,7,6,6,7
w2024_181,2024,2024-03-10,Žena,2003,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,6,6,5,4,6,6,7,4,7,2,5,6,6,6,6,6,6,6,7,5,6,6,7,5,6
w2024_182,2024,2024-03-12,Žena,2000,Český jazyk a literatura se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,True,6,4,5,5,5,5,6,5,6,4,4,4,4,6,3,3,5,5,6,5,6,6,6,6,6,4
w2024_183,2024,2024-03-15,Muž,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,True,7,6,5,4,5,4,7,7,4,7,4,6,7,5,7,5,6,7,6,5,6,7,7,6,6,7
w2024_184,2024,2024-03-15,Žena,2000,Matematika se zaměřením na vzdělávání,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,True,7,7,7,1,5,7,7,7,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7
w2024_185,2024,2024-04-16,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,7,4,5,7,7,7,2,7,5,1,3,4,4,7,5,1,3,3,3,4,4,4,4,7
w2024_186,2024,2024-04-16,Žena,2003,Ruský jazyk se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,5,5,5,7,7,7,3,7,2,4,6,4,6,6,7,5,6,6,6,6,7,7,7,6
w2024_187,2024,2024-04-16,Muž,2002,Chemie se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,5,7,5,4,4,2,7,6,3,6,2,5,5,6,6,6,7,4,5,5,6,6,6,6,5,7
w2024_188,2024,2024-04-16,Žena,2003,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,6,4,4,6,7,7,3,7,3,4,5,7,6,7,4,5,6,7,7,7,7,7,6,7
w2024_189,2024,2024-04-16,Žena,2001,Dějepis se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,6,5,4,5,6,6,7,7,5,4,4,5,4,3,1,4,7,7,5,5,4,5,4,5,4,4
w2024_190,2024,2024-04-16,Žena,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,5,6,5,6,7,7,2,3,3,6,6,6,3,3,6,5,6,6,6,6,6,6,6,5
w2024_191,2024,2024-04-16,Žena,2002,Zeměpis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,7,6,6,7,7,7,5,6,4,6,6,7,7,7,6,5,7,5,7,7,7,6,7,7
w2024_192,2024,2024-04-16,Muž,1998,Fyzika se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,5,7,6,6,4,6,7,7,3,6,1,6,5,6,7,6,4,5,5,5,5,5,6,6,6,6
w2024_193,2024,2024-04-16,Žena,2002,Zeměpis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,4,4,4,7,7,7,3,4,3,4,5,4,4,4,3,4,5,5,5,7,7,7,6,5
w2024_194,2024,2024-04-16,Žena,2001,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,7,5,4,7,7,7,5,7,6,5,6,7,5,5,6,6,5,5,5,6,6,5,6,5
w2024_195,2024,2024-04-16,Muž,2001,Matematika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,6,4,5,5,6,6,4,3,4,3,3,4,4,4,4,5,3,3,2,5,4,4,3,4,5
w2024_196,2024,2024-04-16,Žena,2001,Ruský jazyk se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,6,7,5,6,6,3,7,7,3,3,5,6,6,5,6,6,5,5,7,7,7,6,3,6,7,7
w2024_197,2024,2024-04-16,Muž,2003,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,5,6,7,7,7,7,4,7,1,2,7,7,7,3,7,5,7,7,7,7,7,7,7,7
w2024_198,2024,2024-04-16,Muž,2002,Technická a informační výchova se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,7,6,5,7,7,7,1,7,1,4,3,7,7,7,6,1,4,7,7,7,5,7,7,7
w2024_199,2024,2024-04-16,Žena,1987,Německý jazyk se zaměřením na vzdělávání,,False,7,7,7,6,4,6,7,7,6,7,5,4,6,7,7,7,6,6,6,7,6,7,7,7,7,7
w2024_200,2024,2024-04-16,Žena,2001,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,6,7,5,4,4,5,6,6,3,4,2,5,6,4,4,4,5,5,5,5,5,5,7,5,5,5
w2024_201,2024,2024-04-16,Muž,2002,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,4,5,4,6,6,6,3,4,5,6,6,3,4,4,3,6,7,7,7,6,6,6,7,7
w2024_202,2024,2024-04-16,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,6,5,1,3,5,7,7,3,6,4,5,7,5,7,7,6,5,7,6,7,5,7,5,5,7
w2024_203,2024,2024-04-16,Žena,2000,Chemie se zaměřením na vzdělávání,Ruský jazyk se zaměřením na vzdělávání,True,6,7,6,5,4,6,7,7,2,4,3,6,5,6,6,7,5,4,6,6,6,7,7,7,6,7
w2024_204,2024,2024-04-16,Žena,2002,Matematika se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,6,5,6,6,6,7,2,5,3,4,5,4,5,6,7,7,6,7,6,7,6,7,7,6
w2024_205,2024,2024-04-16,Žena,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Ruský jazyk se zaměřením na vzdělávání,True,7,7,3,5,4,7,7,7,5,5,5,5,6,5,4,4,5,5,7,5,7,6,7,7,4,5
w2024_206,2024,2024-04-16,Žena,2003,Dějepis se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,False,7,7,7,5,6,7,7,7,3,7,4,5,5,5,5,5,6,7,6,5,5,7,7,7,5,7
w2024_207,2024,2024-04-16,Muž,2001,Český jazyk a literatura se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,7,6,4,5,4,5,6,7,2,6,5,5,4,5,6,6,5,5,5,5,5,6,6,6,5,6
w2024_208,2024,2024-04-16,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,6,6,4,3,7,7,7,3,5,5,4,5,5,4,4,6,5,5,5,5,5,5,5,5,5
w2024_209,2024,2024-04-16,Žena,1995,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,5,6,6,4,4,5,4,4,4,4,4,5,5,4,4,5,4,3,4,5,4,5,4,4,4,4
w2024_210,2024,2024-04-16,Žena,2003,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,4,4,5,2,7,7,7,4,1,3,5,3,4,5,5,5,5,5,5,5,6,7,6,7
w2024_211,2024,2024-04-16,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,7,4,5,4,6,6,7,4,5,5,6,6,6,5,5,7,6,6,6,6,5,5,6,6,6
w2024_212,2024,2024-04-16,Žena,2002,Výtvarná výchova se zaměřením na vzdělávání,,True,7,7,5,3,5,7,6,7,4,7,4,5,5,7,5,7,6,6,6,6,6,7,7,7,6,7
w2024_213,2024,2024-04-16,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,6,5,6,5,6,6,7,6,6,2,5,5,6,6,7,5,5,6,7,7,7,6,5,6,7
w2024_214,2024,2024-04-16,Žena,2003,Český jazyk a literatura se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,6,6,5,7,7,7,5,7,5,6,5,6,5,6,5,2,5,5,5,7,7,7,7,7
w2024_215,2024,2024-04-16,Žena,2003,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,5,6,5,7,6,7,5,7,4,7,7,5,4,6,7,6,7,7,7,7,7,7,7,7
w2024_216,2024,2024-04-16,Žena,2002,Německý jazyk se zaměřením na vzdělávání,Jiný obor,False,7,7,6,1,5,7,7,7,4,4,6,3,7,5,3,4,7,7,7,7,7,6,7,7,7,7
w2024_217,2024,2024-04-16,Žena,1985,Speciální pedagogika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,7,7,4,4,6,7,7,4,7,3,5,5,7,7,7,6,5,7,7,5,7,7,5,7,7
w2024_218,2024,2024-04-16,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,5,7,2,5,3,6,7,6,3,4,2,5,7,4,3,3,4,3,7,6,5,6,5,5,4,7
w2024_219,2024,2024-04-16,Žena,1999,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,6,5,5,5,5,7,7,5,5,5,5,6,5,4,5,7,7,7,7,7,5,6,7,7,5
w2024_220,2024,2024-04-16,Žena,2003,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,6,7,6,3,4,7,7,7,4,7,4,5,6,6,6,7,6,4,6,6,6,6,7,7,7,7
w2024_221,2024,2024-04-16,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,6,6,4,7,7,7,2,4,6,5,5,7,6,6,7,6,6,7,7,7,7,7,7,7
